iter	Passed	Remaining
895	2579	299
896	2581	296
897	2582	293
898	2584	290
899	2586	287
900	2588	284
901	2590	281
902	2592	278
903	2593	275
904	2595	272
905	2597	269
906	2599	266
907	2600	263
908	2602	260
909	2605	257
910	2607	254
911	2609	251
912	2611	248
913	2613	245
914	2616	243
915	2618	240
916	2620	237
917	2622	234
918	2624	231
919	2626	228
920	2628	225
921	2629	222
922	2632	219
923	2633	216
924	2636	213
925	2637	210
926	2639	207
927	2641	204
928	2642	201
929	2644	199
930	2646	196
931	2648	193
932	2651	190
933	2653	187
934	2656	184
935	2658	181
936	2660	178
937	2663	176
938	2665	173
939	2667	170
940	2670	167
941	2672	164
942	2674	161
943	2676	158
944	2678	155
945	2680	153
946	2682	150
947	2684	147
948	2686	144
949	2688	141
950	2689	138
951	2691	135
952	2694	132
953	2696	130
954	2698	127
955	2699	124
956	2701	121
957	2703	118
958	2705	115
959	2706	112
960	2708	109
961	2710	107
962	2711	104
963	2713	101
964	2715	98
965	2717	95
966	2719	92
967	2721	89
968	2723	87
969	2725	84
970	2727	81
971	2729	78
972	2730	75
973	2732	72
974	2734	70
975	2736	67
976	2738	64
977	2739	61
978	2742	58
979	2743	55
980	2745	53
981	2747	50
982	2748	47
983	2750	44
984	2751	41
985	2753	39
986	2755	36
987	2757	33
988	2758	30
989	2760	27
990	2761	25
991	2763	22
992	2764	19
993	2766	16
994	2767	13
995	2769	11
996	2770	8
997	2772	5
998	2773	2
999	2775	0
